Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
1,1.050443,3.5245699999999998,0.315151,4.057524,0.977812912222223,1,5.823755,5.306433999999999,3.4665489999999997,7.453836,1,6.7463190000000015
1,4.4430320922222215,0.55684,0.284001,4.279641000000002,0.9698469999999999,2,5.539046,3.249473,7.291191,4.860319273333335,2,7.644454
1,6.359819,5.942997,0.31012199999999995,2.841627,0.996734,1,8.129551,4.094317,5.7877480000000014,5.8007839999999975,2,6.164771
1,4.149056,1.039209,0.114222,3.534562,0.9918450000000001,3,11.757133999999999,5.180066020000009,6.8504137544444434,0.9699120000000001,1,8.794806
1,2.665838,2.9757406911111133,0.227823,4.022887,0.9723200000000001,2,6.537814,5.237179,5.713458999999999,4.860319273333335,2,8.220402
1,3.805194,6.084871,0.25406599999999996,3.6934556644444423,0.961669,3,4.586826,5.180066020000009,1.469627,0.43363599999999997,2,8.034498
2,3.613201,4.6665529999999995,0.2423443533333336,3.808982,0.9852850000000001,4,1.9578849999999999,5.3477879999999995,6.8504137544444434,6.835975,1,8.245212152222223
1,3.6842099999999998,2.866305,0.251881,3.0363599999999997,0.968942,3,9.082638000000001,5.796899,0.137167,2.506596,2,7.370864
2,6.470402,2.2141580000000003,0.19362100000000002,3.966143,0.9915809999999999,4,3.195256,5.835838,7.327235000000001,8.403413,2,7.902587
1,5.466635,6.685702,0.19926300000000002,3.162327,0.984174,2,7.501922,5.872829,6.8504137544444434,5.865797,1,7.236051
2,3.66258,4.086645,0.260463,3.369644,0.9833430000000001,4,4.640365,3.156082,7.57108,1.8366360000000002,1,10.077926
1,8.405573,4.8888419999999995,0.243552,5.035744,0.973757,1,7.566711,5.7520050000000005,6.146994,4.860319273333335,1,8.081988
1,3.675985,2.217125,0.229983,3.121657,0.973533,2,5.204922,4.152356,8.409958,13.692144,2,7.691974
1,7.359936,1.311452,0.19847,4.08769,0.956533,1,6.747922999999999,3.8192129999999995,6.209351,9.705480999999999,1,8.456643
1,2.790445,4.642117,0.253411,4.4974300000000005,0.9734299999999999,3,4.885348361111113,2.500423,5.956014,8.853764,1,8.236336999999999
1,6.032646,3.513464,0.18973099999999998,3.3277870000000003,0.9712459999999999,1,4.312422,5.8386309999999995,6.14949,4.790504,1,9.075304
1,0.262948,1.8161200000000002,0.284277,3.412144,1.002545,2,6.729454,5.180066020000009,11.276361999999999,5.105736,2,7.166243
1,2.529859,6.253532,0.2423443533333336,3.894801,0.978849,2,4.885348361111113,4.7018260000000005,8.133935000000001,5.4506260000000015,1,10.019482
2,4.866911,1.592991,0.170294,3.766982,0.977812912222223,2,3.817157,5.869528,11.398100999999999,3.6174209999999998,3,8.127892
1,5.420211,4.915676,0.21752,4.109731,0.9903629999999999,2,0.602057,7.3235,7.21685,4.455774,2,6.392233
2,3.0772880000000002,2.9757406911111133,0.17308900000000002,4.504658,0.977812912222223,4,0.03379,6.077396,5.427333,4.968191,1,7.855927
1,8.952877,4.367599,0.19128399999999998,3.724763,0.977561,1,8.368558,5.332689,8.966202000000003,1.2478120000000001,2,7.7083179999999984
1,4.4430320922222215,2.459705,0.224007,3.6934556644444423,0.9802719999999999,2,1.928895,4.402461,6.251998,5.151737000000002,1,7.673419
1,6.269585,3.592335,0.316814,3.296443,0.9832700000000001,1,6.233688,6.2623809999999995,4.60694,5.092221,1,8.745593
2,1.474592,1.321806,0.377797,3.821857,0.9724780000000001,1,0.190355,6.186538,7.4871690000000015,2.4778860000000003,3,9.067088
1,7.405185,2.9757406911111133,0.185424,3.9033339999999996,0.9664219999999999,2,6.709942,7.668162,6.32101,13.115696,1,9.449717999999999
2,4.368873000000002,7.196739999999999,0.34069499999999997,3.6934556644444423,0.979274,3,5.798984,5.2643949999999995,9.806572000000001,2.8287720000000003,2,7.410703
1,5.40592,1.7578650000000002,0.35751900000000003,4.278128,0.9984190000000001,2,4.085414,5.400117,6.1188480000000025,2.011518,2,7.348403
1,5.6928529999999995,5.441431,0.204149,4.157789,0.9818020000000001,3,6.20096,5.517868,9.840199,4.877212,2,8.493443
2,3.894227,1.828966,0.115006,3.612904,0.9753,4,9.295564,6.103175,8.360497,2.288423,1,5.785863
1,4.254046,2.829941,0.163167,4.376363,0.9576549999999999,1,5.119625,7.528544,0.8480559999999999,0.4417100000000001,1,8.197611
1,7.102847,2.903727,0.298538,3.16898,0.977812912222223,2,4.885348361111113,4.548972,6.8504137544444434,0.29768,1,9.967651
1,5.216702,5.130824,0.358207,3.6360360000000003,0.98974,2,4.998324,7.958182000000001,10.572574000000001,0.842309,1,7.52048
1,5.102169,2.288843,0.24640900000000002,3.6529550000000004,0.976392,2,5.999766,5.202676,4.352229,6.829047,1,8.245212152222223
1,5.479369,1.350431,0.193524,3.9382599999999996,0.974828,1,5.208531,6.9741649999999975,12.08649,5.845322,1,8.199038999999999
3,3.983966000000001,0.049769,0.2423443533333336,3.4338900000000003,0.966659,2,3.4580260000000003,4.383376,10.744789,8.291779,3,7.6849339999999975
1,1.9760240000000002,2.9757406911111133,0.188841,3.51009,0.966882,2,0.847126,3.745244,11.683785,2.8144009999999997,1,8.245212152222223
1,1.414479,7.511044,0.404771,3.6805849999999998,0.961706,1,3.4948930000000002,7.3391020000000005,7.2445309999999985,7.181897,1,6.886703
1,4.574192,7.758046,0.181073,3.5590650000000004,0.977613,1,1.995341,4.221038,6.641167,1.8225349999999998,1,8.245212152222223
1,3.9146410000000014,0.7766810000000001,0.17636400000000002,4.136075,0.965103,2,5.719558,4.8266089999999995,3.895482,8.52442,2,8.746604
1,3.607068,1.864914,0.162832,3.1122099999999997,0.970367,3,4.885348361111113,3.412576,12.187946,0.59646,1,9.978942
1,6.936717,2.9757406911111133,0.17663199999999998,3.289193,0.977812912222223,2,7.207391,6.052193,2.831801,11.772376,1,8.359133
1,3.9443230000000002,5.0787510000000005,0.281415,2.905798,0.982442,2,4.375392,6.138982,1.572727,12.145187,1,8.694925999999999
1,7.445246000000001,0.798992,0.2423443533333336,3.8091980000000003,0.967274,3,6.886199,4.499582,4.513107,0.286066,1,7.816852000000001
1,5.539187,1.8351110000000002,0.192947,3.6652120000000004,0.977812912222223,3,2.376649,5.180066020000009,1.558853,3.700644,1,6.6592210000000005
1,3.998294,0.561658,0.111955,3.041821,0.956634,3,2.5809509999999998,5.180066020000009,7.402952,0.344157,1,8.077991
1,1.656096,4.0170330000000005,0.182429,3.6934556644444423,0.9647180000000001,2,2.260558,5.923781,4.100892,6.895875,2,7.186014
2,5.9148510000000005,1.184707,0.31709699999999996,3.6934556644444423,0.9842489999999999,2,2.9310509999999996,4.776278,11.874246000000001,6.8633429999999995,3,8.245212152222223
1,3.28845,4.579838,0.151352,3.7237080000000002,0.977812912222223,2,2.820651,4.263962,11.23374,4.1364480000000015,2,5.708838
1,4.163211,0.200465,0.289813,3.6440019999999995,1.002008,1,2.641808,4.239969,3.4981809999999998,3.7195110000000002,1,8.245212152222223
1,4.134483,3.8835879999999996,0.30354000000000003,3.5767910000000005,0.966943,1,2.679924,4.604915,8.646157,3.442195,2,9.817864
1,4.4430320922222215,4.1088260000000005,0.302956,3.8238309999999998,0.985145,1,5.515457,5.935622,6.8504137544444434,10.699535000000001,1,8.522806
1,0.71822,8.75934,0.245707,3.935821,0.961427,3,5.40834,3.66258,7.0804789999999995,8.614199000000001,1,8.245212152222223
1,5.343039,2.9757406911111133,0.180473,3.914921,0.9753069999999999,2,8.384621000000001,3.995804,5.836406,0.40132399999999996,2,8.435585000000001
1,4.4430320922222215,0.38271900000000003,0.174778,2.259436,0.96216,2,4.8546059999999995,4.086005,6.362292,6.7107220000000005,1,8.118021
1,2.339711,0.929042,0.189409,3.568003,0.9774459999999999,2,4.885348361111113,5.180066020000009,6.8504137544444434,1.199184,1,8.047929
1,3.638693,0.344425,0.36354200000000003,4.343573999999999,0.977812912222223,3,2.937551,5.433525,3.3609139999999997,6.982898,1,7.681856
1,1.201128,2.5665009999999997,0.247957,3.6960129999999998,0.975493,1,4.490813,5.340653,6.8504137544444434,5.184352,3,8.245212152222223
1,6.214714,2.9757406911111133,0.27405100000000004,4.1638209999999996,0.9715379999999999,1,4.885348361111113,5.306286,2.885969,6.054074,1,7.9426960000000015
1,1.008892,3.796017,0.346494,3.719304,0.982527,1,0.764785,5.180066020000009,5.473304,3.4787779999999997,1,7.921947999999999
1,5.04298,3.5940519999999996,0.24195,3.5068639999999998,0.9970899999999999,2,4.101534,4.961702,2.671107,2.5672580000000003,1,7.666084
1,4.12557,2.9757406911111133,0.237431,3.7957110000000003,0.9771200000000001,1,3.4054660000000005,5.7762970000000005,2.7259290000000003,14.679276999999999,1,8.153964
2,4.865324,1.4456790000000002,0.197397,4.314431,0.959239,1,4.814243,4.72492,3.400523,8.758161,3,8.195039
2,4.350909,0.940377,0.296672,3.80425,0.988856,2,4.233288,4.21289,4.618768,4.860319273333335,3,7.563421000000001
1,6.913765,0.486455,0.234002,4.1557260000000005,0.977988,1,7.398792999999999,4.478807,7.317974,2.154991,2,7.3172880000000005
1,4.4430320922222215,1.115816,0.305745,3.334394,0.976022,1,2.44653,6.0425629999999995,1.0988120000000001,1.2767870000000001,1,8.53074
1,6.49073,2.124437,0.315551,3.656301,0.984296,1,8.861189,4.8105660000000015,6.349383,7.7335850000000015,2,9.350786
1,1.484491,3.999946,0.24765900000000002,2.905354,0.9695879999999999,1,6.134659,5.658359,11.20306,5.86765,1,7.766219
1,4.382936,4.1943730000000015,0.28077399999999997,3.63204,0.977664,2,0.051767999999999995,5.7210199999999976,5.806712999999999,0.373802,2,9.814417
2,5.8985199999999995,3.631564,0.259527,3.692914,0.9626170000000001,2,1.361717,4.117629,7.98727,5.6107059999999995,3,8.245212152222223
1,4.4430320922222215,0.200517,0.123557,4.517044,0.978886,1,4.885348361111113,4.597778,2.018466,0.373444,1,8.760392
1,6.200933,4.398807,0.245865,4.019296,0.983692,2,3.178186,4.713438,1.233021,9.553477,1,8.277403
1,4.2455690000000015,2.552288,0.321977,3.2822370000000003,0.971292,1,3.095319,3.7172989999999997,3.657828,2.762635,2,9.078818
1,8.041088,2.768956,0.24046900000000002,3.3011559999999998,0.972166,1,1.39937,5.547573000000001,9.546206,4.860319273333335,1,7.781375
1,5.414139,5.274751,0.249887,4.382529,0.986826,3,9.235487,6.427875,6.318421,0.673281,1,6.6296820000000025
1,3.110332,1.191155,0.204355,3.423368,0.9771799999999999,1,4.5005489999999995,7.620111,8.036194,4.860319273333335,2,8.376209
1,2.77597,0.686563,0.212493,3.104357,0.975459,1,3.6529870000000004,5.439818,4.048298,0.748866,1,10.386851
1,3.6630010000000004,2.9757406911111133,0.21976300000000001,3.766075,0.9882799999999999,1,1.625872,6.2318440000000015,4.071079,6.354509999999999,1,8.540735
1,4.30283,2.9757406911111133,0.258932,3.3394760000000003,0.975166,1,2.758841,5.735643,2.446498,5.018048,1,8.402988
1,3.1504,2.137595,0.23081500000000002,3.7309980000000014,0.963691,2,4.732001,5.180066020000009,10.722141,5.94749,1,9.260112
1,4.4430320922222215,2.9757406911111133,0.21422199999999997,3.9703690000000003,0.986676,3,2.422169,5.671606,2.094839,4.860319273333335,1,8.837337
1,1.9168040000000002,6.230618,0.196712,3.803642,0.991157,3,11.133447,2.567018,4.0390440000000005,5.626562,2,6.396594
1,3.1985639999999997,4.650933,0.268829,3.7584519999999997,0.991583,1,3.363295,4.532898,9.769483000000001,5.2701139999999995,1,8.245212152222223
1,2.098472,7.5783869999999975,0.24969499999999997,4.005609,0.9578450000000001,1,7.990916,5.464494,6.9236070000000005,9.864753,1,7.713713
1,4.497987999999999,1.927766,0.197411,3.689251,0.972068,1,5.570535,3.809693,7.475224000000001,4.782662999999999,1,9.366576
1,5.805194999999999,2.502624,0.230537,3.9084239999999997,0.977812912222223,1,2.1712290000000003,5.7082180000000005,1.875641,1.3891360000000001,2,7.872414
1,5.307291,5.282971,0.305163,4.08586,0.977814,3,4.047573000000001,4.637103,5.719819,4.860319273333335,1,7.213928
1,4.603108,2.505676,0.22497899999999998,3.6934556644444423,0.982793,1,4.885348361111113,4.999517,5.5969050000000005,0.160823,1,7.4370460000000005
1,6.595586999999999,5.1640120000000005,0.29473299999999997,3.094505,0.9630620000000001,1,2.17481,8.172277000000001,11.513519,5.0096370000000014,1,8.901108
2,7.480065,4.041748999999999,0.23826,3.4802150000000003,0.9912299999999999,4,5.568708,2.709115,6.8504137544444434,5.891230999999999,1,8.245212152222223
1,3.290308,6.125047,0.25096199999999996,3.7683760000000004,0.983959,1,6.9089740000000015,6.438686,8.425857,4.448226999999998,1,8.615971
1,3.1513009999999997,2.9757406911111133,0.25531,3.954162,0.978662,2,4.948483,5.0826139999999995,8.2723,4.7437010000000015,2,7.6225039999999975
2,6.1165959999999995,3.8438510000000004,0.309812,3.638032,0.972726,2,2.163249,6.362518,5.626176,3.5462839999999995,1,8.245212152222223
1,2.655817,0.487476,0.240472,3.39759,0.985226,1,7.030889,5.396324,4.117597,3.664778,1,6.6093800000000025
4,2.771906,3.649373,0.32315,3.482,0.992617,1,5.138866999999999,5.6799040000000005,0.73597,4.680237,3,8.757382000000002
1,0.359246,2.9757406911111133,0.2423443533333336,3.540808,0.96831,2,5.516789,6.2895959999999995,6.8504137544444434,3.007559,2,8.245212152222223
1,4.514971,0.659512,0.155247,3.860672,0.9751059999999999,2,0.432759,4.8414019999999995,3.6309139999999998,1.134069,2,9.989942999999998
2,4.6195080000000015,4.734703,0.177818,3.664157,0.981095,2,2.967236,5.530839,2.8471439999999997,7.49035,3,8.936671
1,4.549187,0.929759,0.278578,3.298459,0.991296,2,7.019486,5.843881,7.2972199999999985,5.277549,2,6.064717
1,3.758235,2.794069,0.268545,2.7950060000000003,0.97646,1,1.497746,4.758168,11.922435,10.046677,1,7.890811
1,4.048319,2.9757406911111133,0.20648000000000002,3.7661839999999995,0.982039,2,3.448957,5.313073999999999,7.484628999999999,7.2929179999999985,1,7.69395
1,4.4430320922222215,6.166528,0.2423443533333336,3.6934556644444423,0.965334,2,9.726094999999999,5.604566,6.111311,2.871893,1,7.995853
1,1.757089,1.913703,0.280794,3.244001,0.982025,1,4.690104,5.405101999999999,12.021324,8.067366999999999,1,8.121849000000001
2,5.3622,1.554517,0.20879499999999998,4.082456,0.9728129999999999,4,9.220544,3.481361,3.282285,1.445818,1,8.462719
1,3.4276910000000003,2.9757406911111133,0.256441,3.478711,0.974292,2,9.8853,4.9513169999999995,6.8504137544444434,3.748768,2,9.458478
1,3.171209,4.256087,0.253551,3.6934556644444423,0.9847239999999999,2,7.3804979999999984,4.965428,1.872673,1.652175,1,8.245212152222223
1,4.157635,4.190306,0.24814899999999998,3.54331,0.982167,1,4.826528,6.6572070000000005,3.128737,7.337632000000001,2,8.22255
1,2.075453,2.7801419999999997,0.208896,3.4112089999999995,0.977812912222223,1,4.885348361111113,6.369089,3.970017,4.860319273333335,1,7.229673
1,5.182005,2.140027,0.24836399999999997,3.730597,0.9810110000000001,1,9.637414999999999,6.105611,9.037766,3.299664,2,7.446242999999999
2,0.677948,2.400259,0.300297,3.389614,0.9542889999999999,1,6.195412,4.471127,11.130586,8.857204,3,7.2796460000000005
1,1.18993,1.3234290000000002,0.22353,3.7158919999999998,0.977812912222223,3,5.7079010000000014,4.665138,10.072363000000001,6.234123,1,7.445869
1,2.2450509999999997,3.017416,0.22416999999999998,4.160278,0.9762200000000001,2,6.311966,5.854593,9.690845,0.40518200000000004,1,8.953257
1,2.780951,6.513858,0.2423443533333336,3.5541980000000004,0.9700040000000001,2,0.665474,6.458171,6.8504137544444434,1.354498,2,8.857433
1,5.216916,2.947007,0.24897199999999997,3.756041,0.9632790000000001,3,0.233141,4.689783,8.771274,7.9432839999999985,1,7.925267
1,4.4430320922222215,2.9757406911111133,0.298655,3.6934556644444423,0.9824639999999999,1,4.964583,6.033894,6.797157,1.511564,1,8.243703
1,6.7567619999999975,3.43106,0.21190900000000001,3.4566830000000004,0.9791110000000001,1,5.496829,4.367738,11.439366,7.8656039999999985,2,8.782574
1,4.4430320922222215,2.873593,0.20601999999999998,3.37817,0.951932,2,0.245912,6.8282570000000025,6.8504137544444434,2.4306,2,8.205616000000001
1,4.4430320922222215,2.9757406911111133,0.17754,4.237525,0.97051,1,2.4209259999999997,4.83136,4.58066,4.500108,2,8.616007000000002
1,6.113276,0.858231,0.229271,3.382953,0.981036,2,3.369522,5.774624,6.140092,4.133836,1,8.940022
2,4.307188,2.869049,0.25719000000000003,3.6352510000000002,0.989872,4,0.873418,3.995414,2.453049,8.198008999999999,1,9.76834
1,6.410074,1.6358,0.2423443533333336,3.6934556644444423,0.972873,3,4.885348361111113,6.58588,6.833939,4.860319273333335,1,8.726869
1,5.76695,7.0320100000000005,0.2423443533333336,3.137498,0.975029,3,3.8879900000000003,6.298957,10.606972,7.133489,1,8.800244000000003
1,5.490583,2.069543,0.17942,3.683261,0.9964569999999999,2,7.245903,3.800299,10.100221000000001,3.302782,2,8.245212152222223
1,3.654099,3.539661,0.248389,3.9207,0.9703290000000001,1,4.720768,4.86001,8.933712,1.788412,1,8.487163
1,2.733795,2.9757406911111133,0.28037399999999996,3.4534949999999998,0.9727370000000001,2,3.871067,5.180066020000009,1.9404740000000005,3.235271,1,8.245212152222223
1,7.172421000000001,2.3217630000000002,0.216939,3.9398160000000004,0.966785,2,7.5188380000000015,5.170642,6.8504137544444434,6.6022440000000016,1,7.698739
1,7.903964,3.8627830000000003,0.205623,3.565318,0.9513889999999999,1,4.75505,5.9864180000000005,7.480159,5.65452,1,8.905574
1,4.353994999999999,2.8822240000000003,0.271934,3.565788,0.997232,1,3.3231260000000002,2.450048,6.8504137544444434,2.995749,1,9.547389
1,5.923278,2.9757406911111133,0.210896,3.551271,0.9709270000000001,4,6.221554,4.604699,4.609994,4.860319273333335,1,7.0072100000000015
1,3.9840120000000003,5.7141,0.136202,3.6082730000000014,0.993129,1,0.802725,3.528806,6.8504137544444434,4.860319273333335,2,8.245212152222223
1,4.61995,1.3571790000000001,0.236161,3.766586,0.977812912222223,2,3.957403,4.035334,8.799755000000003,8.079297,1,7.165639
1,6.164105999999999,0.499408,0.2423443533333336,3.684993,0.9723219999999999,2,1.037772,4.6810230000000015,10.098162,6.800014,1,8.245212152222223
1,2.933186,1.486635,0.22917800000000002,3.9212160000000003,0.947218,1,1.7779099999999999,6.3232300000000015,7.36212,14.403661999999999,2,8.447467
1,3.069416,5.498739,0.248926,3.5150040000000002,0.9743219999999999,2,6.175484,4.785807,4.0728800000000005,3.118122,1,7.131749
1,7.746734,5.350727,0.2423443533333336,3.6854419999999997,0.970161,3,4.729868,4.945574,9.167479,8.106385000000001,1,8.543173
1,6.01725,0.896201,0.265804,3.1168560000000003,0.961901,2,2.816865,4.37097,6.6039910000000015,4.860319273333335,1,7.999158
1,2.6808680000000003,5.856664,0.24999200000000002,4.340968,0.993086,3,3.3155300000000003,5.143814,6.8504137544444434,4.155913,1,8.005155
1,2.987046,0.9727610000000001,0.268441,3.061418,0.976449,2,1.914077,5.1274190000000015,4.205759,1.7976159999999999,1,6.7945100000000025
1,4.4430320922222215,2.9757406911111133,0.239208,2.3961349999999997,0.982008,3,2.070373,4.264729,10.695195,2.911983,2,8.420997999999999
1,4.2932559999999995,2.689508,0.282658,3.4441669999999998,0.9590059999999999,2,1.198488,4.779984,6.39882,3.985782,1,8.848248
1,5.076283,2.9757406911111133,0.27592,2.913834,0.976067,2,1.122354,5.320834,8.425187,0.710217,1,8.324760000000001
1,2.336402,3.203137,0.265511,3.6748800000000004,0.960408,3,2.0561599999999998,3.2078759999999997,4.716815,2.745816,1,8.727703
1,2.95397,4.4257620000000015,0.145343,3.735478,0.97167,2,6.881322,5.0354790000000005,7.8298190000000005,4.973451,1,7.929634
1,4.336088,0.6598609999999999,0.282144,3.825848,0.9839950000000001,1,0.372257,5.180066020000009,6.8504137544444434,5.44648,1,7.910246000000001
1,3.00755,0.44850100000000004,0.189198,3.8578419999999998,0.972181,2,7.652096,5.561017,8.42239,5.872522,1,7.63554
1,4.4430320922222215,1.428407,0.31447600000000003,4.188099,0.982574,2,2.1768810000000003,5.180066020000009,4.40238,5.1050699999999996,2,7.122391
1,0.23479699999999998,3.7696629999999995,0.21679600000000002,4.058741,0.9584,2,5.728155,5.460781,6.5896490000000005,3.660689,1,7.117042999999999
2,4.647113,7.0502160000000025,0.278561,3.479888,0.977812912222223,3,6.371254,6.669318,2.452109,8.60179,3,8.245212152222223
1,6.812709,2.452125,0.286518,3.6934556644444423,0.978455,3,4.885348361111113,6.668112,4.3736239999999995,8.203085,1,6.809488000000001
1,8.170877,1.5447790000000001,0.221115,4.221031,0.979658,2,5.273082,3.945004,4.120252,5.737424,2,8.23282
1,5.292572,0.11673299999999999,0.264708,3.8843650000000003,0.9750059999999999,2,4.885348361111113,5.8785099999999995,12.411605,6.587478999999999,1,8.148852
1,3.456925,4.774858999999998,0.2423443533333336,3.794223,0.966275,2,6.112977,5.57857,4.112921,10.252646,1,9.355443
1,5.59592,3.721346,0.236202,3.7810550000000003,0.9581,2,5.7720730000000025,3.650845,5.535017,4.977908,2,8.846164
1,6.4206080000000005,3.891133,0.265879,3.46791,0.977812912222223,1,7.569425999999999,4.479495,7.723253999999999,6.9819059999999995,2,8.928417
1,4.119537,2.0604709999999997,0.26447,3.616293,0.973353,1,0.89666,3.925271,7.6994050000000005,2.546786,1,8.245212152222223
1,4.543196,6.347868,0.204459,4.034167,0.9760129999999999,1,5.866631,5.180066020000009,3.113373,0.64094,1,9.932046000000001
1,3.163425,2.030525,0.132116,3.970279,0.9557889999999999,3,5.101451,3.4944870000000003,6.8504137544444434,0.98444,1,9.057471000000001
1,4.4430320922222215,1.35673,0.259627,3.236179,0.964643,2,2.087329,5.180066020000009,2.7909990000000002,4.6712940000000005,1,8.245212152222223
1,1.491012,0.954512,0.281199,3.381938,0.976884,1,2.363874,5.907294,10.135594000000001,1.602961,1,7.669642999999999
2,4.4430320922222215,0.15403,0.221992,4.252349,0.9655440000000001,3,10.892374,5.180066020000009,11.108057,0.0028539999999999998,2,8.894158000000003
1,4.4430320922222215,1.6900330000000001,0.28939000000000004,3.750871,0.986401,2,0.457208,5.638813,11.212311,7.220509,1,8.36567
2,5.867648,0.182032,0.211752,3.571625,0.987454,4,4.324622,4.359915,8.71852,7.995605,1,8.100114
1,4.4430320922222215,2.9757406911111133,0.2423443533333336,3.655232,0.977812912222223,2,1.7297310000000001,7.639778999999999,12.483267999999999,0.8990959999999999,1,9.214964
1,2.997536,1.69251,0.220131,3.885318,0.9778450000000001,3,4.852329,6.098429,4.312730999999999,0.136485,1,8.489251
1,6.215324,2.186556,0.332063,2.994844,0.9692649999999999,2,2.384587,4.924432,3.5833980000000003,3.8144089999999995,1,8.269536
1,3.550468,5.052745,0.271368,3.68119,0.975331,2,3.159009,6.889871,8.00104,5.982951,1,8.245212152222223
1,4.4430320922222215,4.814844,0.290012,3.619644,0.977812912222223,2,3.234619,3.1642900000000003,8.270796,4.860319273333335,1,8.253527
1,4.491558,0.8580549999999999,0.253424,2.996668,0.9666790000000001,2,0.790179,5.397591,4.361902,4.530048000000002,1,8.889224
